CompanyName, Designation, Ratings, Address
Oracle, Software Development Manager (JoinOCI-Platform), 3.8, Seattle - WA
Grid Dynamics, Java Developer, NaN, Kirkland - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Kaiser Permanente, Software Developer (KPWHRI), 4.2, Seattle - WA 98101 (Downtown area)
Beyondsoft Consulting, Full Stack JavaScript Developer, 3.4, Seattle - WA
Lowe's Inc., Sr IT Software Engineer, 3.6, Kirkland - WA
Amazon.com Services - Inc., Software Devlopment Engineer, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Alexa Connected Devices, 3.6, Seattle - WA
Nintendo of America Inc., Game Designer III (NST), 4.1, Redmond - WA 98052
Amazon.com Services - Inc., Software Development Test Engineer - Amazon Connect, 3.6, Seattle - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Amazon Aurora, 3.6, Seattle - WA
Blue Origin, Software Development Engineer in Test (SDET), 3.3, Kent - WA 98032
Microsoft, Senior Software Engineer - Turn 10 Studios, 4.2, Redmond - WA
PACCAR, EDI Software Developer, 3.6, Renton - WA 98057
DreamBox Learning, Lead Front-End Software Development Engineer, 3.4, Bellevue - WA 98004 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
Magic Leap - Multiple Locations, Front End Web Engineer, 3.3, Seattle - WA
Zillow Group, Machine Learning Engineer - Computer Vision, 3.8, Seattle - WA 98101 (Downtown area)
Amazon.com Services LLC, Manager - Software Development, 3.6, Seattle - WA
Starbucks, security engineer - Identity Lifecycle Management - Starbucks..., 4.0, Seattle - WA 98134 (Industrial District area)
Pivotal Commware, Wireless Telecom Embedded Protocols Software Engineer, NaN, Kirkland - WA
Avalara, Software Engineer - Returns (5788), 2.8, Seattle - WA 98104 (Pioneer Square area)
Amazon.com Services - Inc., Software Dev Engineer - Amazon Go, 3.6, Seattle - WA
Outreach, Software Engineer - Data Platform, NaN, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Machine Learning, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Search & Discover..., 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Alexa Connected Devices, 3.6, Seattle - WA
Nintendo of America Inc., Game Designer III (NST), 4.1, Redmond - WA 98052
Amazon.com Services - Inc., Software Development Test Engineer - Amazon Connect, 3.6, Seattle - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Amazon Aurora, 3.6, Seattle - WA
Blue Origin, Software Development Engineer in Test (SDET), 3.3, Kent - WA 98032
Microsoft, Senior Software Engineer - Turn 10 Studios, 4.2, Redmond - WA
PACCAR, EDI Software Developer, 3.6, Renton - WA 98057
DreamBox Learning, Lead Front-End Software Development Engineer, 3.4, Bellevue - WA 98004 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
Amazon.com Services - Inc., Software Development Engineer - Treasure Truck, 3.6, Seattle - WA
KPMG, Associate - AI Engineer, 4.0, Seattle - WA 98101 (Downtown area)
Inabia Solutions and Consulting, Front End Developer, NaN, Redmond - WA 98052
Zulily, Senior Software Engineer- Outbound 1, 3.2, Seattle - WA 98121 (Belltown area)
Starbucks, undergraduate intern - application developer I - Operations C..., 4.0, Seattle - WA
Apple, Sr. Software Engineering Manager - Seattle, 4.2, Seattle - WA
Uber, Security Engineer - Hardening, 3.8, Seattle - WA 98101 (Downtown area)
Amazon Web Services - Inc., Manager - Software Development, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer – Amazon DynamoDB, 3.6, Seattle - WA
Daimler, Senior Software Engineer, 4.1, Seattle - WA 98101 (Downtown area)
Amazon.com Services - Inc., Software Dev Engineer - Amazon Go, 3.6, Seattle - WA
Microsoft, Software Development Lead, 4.2, Redmond - WA
JP Morgan Chase, Software Engineer - DevOps | Cloud, 3.9, Seattle - WA 98101 (Downtown area)
Microsoft, WPI Full-Stack Senior Engineer, 4.2, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Search & Discover..., 3.6, Seattle - WA
Amazon.com Services - Inc., Front End Engineer - AWS App Mesh, 3.6, Seattle - WA
BTI Solutions, Software Engineer 4 (WA), 2.6, Bellevue - WA
Amazon.com Services LLC, Frontend Engineer - Customer Service Applications, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - AWS Lambda, 3.6, Seattle - WA
Amazon.com Services LLC, SDET-Software Development engineer -Test, 3.6, Seattle - WA
Amazon.com Services - Inc., Mobile Software Development Engineer-IOS, 3.6, Seattle - WA
Palantir Technologies, DevOps Engineer, 4.2, Seattle - WA
Collage.com, Senior Front-end Software Engineer, 4.5, Seattle - WA
Magic Leap - Multiple Locations, Software Engineer - Unreal Engine 4, 3.3, Seattle - WA
Zulily, Senior Software Engineer – Engagement, 3.2, Seattle - WA 98121 (Belltown area)
KPMG, Associate - AI Engineer, 4.0, Seattle - WA 98101 (Downtown area)
Amazon.com Services LLC, SDE, 3.6, Seattle - WA
DocuSign, Senior Software Engineer – Signing, 3.7, Seattle - WA 98101
Amazon.com Services - Inc., Software Development Engineer - AWS CloudFormation (Seattle), 3.6, Seattle - WA
Amazon.com Services - Inc., Autonomous Robotics Software Engineer - Amazon Scout Testing..., 3.6, Seattle - WA
Amazon.com Services - Inc., Software Dev Engineer - Amazon Go, 3.6, Seattle - WA
Microsoft, Software Development Lead, 4.2, Redmond - WA
JP Morgan Chase, Software Engineer - DevOps | Cloud, 3.9, Seattle - WA 98101 (Downtown area)
Microsoft, WPI Full-Stack Senior Engineer, 4.2, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Search & Discover..., 3.6, Seattle - WA
Amazon.com Services - Inc., Front End Engineer - AWS App Mesh, 3.6, Seattle - WA
BTI Solutions, Software Engineer 4 (WA), 2.6, Bellevue - WA
Amazon.com Services LLC, Frontend Engineer - Customer Service Applications, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - AWS Lambda, 3.6, Seattle - WA
Amazon.com Services LLC, SDET-Software Development engineer -Test, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Treasure Truck, 3.6, Seattle - WA
KPMG, Associate - AI Engineer, 4.0, Seattle - WA 98101 (Downtown area)
Inabia Solutions and Consulting, Front End Developer, NaN, Redmond - WA 98052
Zulily, Senior Software Engineer- Outbound 1, 3.2, Seattle - WA 98121 (Belltown area)
Starbucks, undergraduate intern - application developer I - Operations C..., 4.0, Seattle - WA
Apple, Sr. Software Engineering Manager - Seattle, 4.2, Seattle - WA
Uber, Security Engineer - Hardening, 3.8, Seattle - WA 98101
Amazon Web Services - Inc., Manager - Software Development, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer – Amazon DynamoDB, 3.6, Seattle - WA
Daimler, Senior Software Engineer, 4.1, Seattle - WA 98101 (Downtown area)
Amazon.com Services - Inc., Software Development Engineer - Alexa Connected Devices, 3.6, Seattle - WA
Nintendo of America Inc., Game Designer III (NST), 4.1, Redmond - WA 98052
Amazon.com Services - Inc., Software Development Test Engineer - Amazon Connect, 3.6, Seattle - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Amazon Aurora, 3.6, Seattle - WA
Blue Origin, Software Development Engineer in Test (SDET), 3.3, Kent - WA 98032
Microsoft, Senior Software Engineer - Turn 10 Studios, 4.2, Redmond - WA
PACCAR, EDI Software Developer, 3.6, Renton - WA 98057
DreamBox Learning, Lead Front-End Software Development Engineer, 3.4, Bellevue - WA 98004 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
Amazon.com Services LLC, Software Development Engineer - Decision Simulation, 3.6, Seattle - WA
Uber, Sr Software Engineer - Core Identity, 3.8, Seattle - WA 98101
PwC, Fullstack Engineer (PwC Labs), 4.0, Seattle - WA 98101 (Downtown area)
Oracle, Software Development Manager (JoinOCI-Platform), 3.8, Seattle - WA
Grid Dynamics, Java Developer, NaN, Kirkland - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Kaiser Permanente, Software Developer (KPWHRI), 4.2, Seattle - WA 98101 (Denny Triangle area)
Beyondsoft Consulting, Full Stack JavaScript Developer, 3.4, Seattle - WA
Lowe's Inc., Sr IT Software Engineer, 3.6, Kirkland - WA
Amazon.com Services - Inc., Software Devlopment Engineer, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Continuous Deployment, 3.6, Seattle - WA
Expedia.com, Principal Software Engineer--Data, 3.9, Bellevue - WA 98004 (Downtown area)
Microsoft, Principal Software Engineer Manager, 4.2, Redmond - WA
Port of Seattle, Software Test Engineer, 3.8, Seattle - WA
GE Digital, Sr Software Engineer - Electric SCADA Full stack, 3.3, Redmond - WA 98052
Vizio Inc., Senior Software Engineer, NaN, Seattle - WA 98109 (Westlake area)
Valorem, Software Engineer II, 3.8, Seattle - WA 98101 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
West Corporation, Sr Software Engineer (Voice), 3.3, Seattle - WA
Microsoft, Software Engineering Manager, 4.2, Redmond - WA
Amazon.com Services - Inc., Software Development Engineer - Treasure Truck, 3.6, Seattle - WA
KPMG, Associate - AI Engineer, 4.0, Seattle - WA 98101 (Downtown area)
Inabia Solutions and Consulting, Front End Developer, NaN, Redmond - WA 98052
Zulily, Senior Software Engineer- Outbound 1, 3.2, Seattle - WA 98121 (Belltown area)
Starbucks, undergraduate intern - application developer I - Operations C..., 4.0, Seattle - WA
Apple, Sr. Software Engineering Manager - Seattle, 4.2, Seattle - WA
Uber, Security Engineer - Hardening, 3.8, Seattle - WA 98101 (Downtown area)
Amazon Web Services - Inc., Manager - Software Development, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer – Amazon DynamoDB, 3.6, Seattle - WA
Daimler, Senior Software Engineer, 4.1, Seattle - WA 98101 (Downtown area)
Amazon.com Services - Inc., Software Development Engineer - Alexa Connected Devices, 3.6, Seattle - WA
Nintendo of America Inc., Game Designer III (NST), 4.1, Redmond - WA 98052
Amazon.com Services - Inc., Software Development Test Engineer - Amazon Connect, 3.6, Seattle - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Amazon Aurora, 3.6, Seattle - WA
Blue Origin, Software Development Engineer in Test (SDET), 3.3, Kent - WA 98032
Microsoft, Senior Software Engineer - Turn 10 Studios, 4.2, Redmond - WA
PACCAR, EDI Software Developer, 3.6, Renton - WA 98057
DreamBox Learning, Lead Front-End Software Development Engineer, 3.4, Bellevue - WA 98004 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
Magic Leap - Multiple Locations, Front End Web Engineer, 3.3, Seattle - WA
Zillow Group, Machine Learning Engineer - Computer Vision, 3.8, Seattle - WA 98101 (Downtown area)
Amazon.com Services LLC, Manager - Software Development, 3.6, Seattle - WA
Starbucks, security engineer - Identity Lifecycle Management - Starbucks..., 4.0, Seattle - WA 98134 (Industrial District area)
Pivotal Commware, Wireless Telecom Embedded Protocols Software Engineer, NaN, Kirkland - WA
Avalara, Software Engineer - Returns (5788), 2.8, Seattle - WA 98104 (Pioneer Square area)
Amazon.com Services - Inc., Software Dev Engineer - Amazon Go, 3.6, Seattle - WA
Outreach, Software Engineer - Data Platform, NaN, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Machine Learning, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Search & Discover..., 3.6, Seattle - WA
Amazon.com Services - Inc., Software Dev Engineer - Amazon Go, 3.6, Seattle - WA
Microsoft, Software Development Lead, 4.2, Redmond - WA
JP Morgan Chase, Software Engineer - DevOps | Cloud, 3.9, Seattle - WA 98101 (Downtown area)
Microsoft, WPI Full-Stack Senior Engineer, 4.2, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Search & Discover..., 3.6, Seattle - WA
Amazon.com Services - Inc., Front End Engineer - AWS App Mesh, 3.6, Seattle - WA
BTI Solutions, Software Engineer 4 (WA), 2.6, Bellevue - WA
Amazon.com Services LLC, Frontend Engineer - Customer Service Applications, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - AWS Lambda, 3.6, Seattle - WA
Amazon.com Services LLC, SDET-Software Development engineer -Test, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Decision Simulation, 3.6, Seattle - WA
Uber, Sr Software Engineer - Core Identity, 3.8, Seattle - WA 98101 (Downtown area)
PwC, Fullstack Engineer (PwC Labs), 4.0, Seattle - WA 98101 (Downtown area)
Oracle, Software Development Manager (JoinOCI-Platform), 3.8, Seattle - WA
Grid Dynamics, Java Developer, NaN, Kirkland - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Kaiser Permanente, Software Developer (KPWHRI), 4.2, Seattle - WA 98101 (Denny Triangle area)
Beyondsoft Consulting, Full Stack JavaScript Developer, 3.4, Seattle - WA
Lowe's Inc., Sr IT Software Engineer, 3.6, Kirkland - WA
Amazon.com Services - Inc., Software Devlopment Engineer, 3.6, Seattle - WA
Amazon.com Services LLC, Redshift Autonomous Database - Software Engineer, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Dev Engineer - Amazon Assistant, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - CloudFront Client Accelerati..., 3.6, Seattle - WA
Amazon.com Services - Inc., Autonomous Robotics Software Engineer - Amazon Scout Testing..., 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - AWS CloudFormation (Seattle), 3.6, Seattle - WA
Oath Inc, Senior Software Developer, 3.8, Seattle - WA
Starbucks, gateway engineer API - Starbucks Technology - Seattle - WA, 4.0, Seattle - WA
Facebook, Graphics Engineer - Spatial Computing Runtime Team (Oculus), 4.2, Seattle - WA 98101 (Downtown area)
Microsoft, Senior Software Engineer - DevOps, 4.2, Redmond - WA
Premera Blue Cross, Software Development Engineer III, 3.6, Mountlake Terrace - WA 98043
Amazon.com Services LLC, Software Development Engineer - Decision Simulation, 3.6, Seattle - WA
Uber, Sr Software Engineer - Core Identity, 3.8, Seattle - WA 98101 (Downtown area)
PwC, Fullstack Engineer (PwC Labs), 4.0, Seattle - WA 98101 (Downtown area)
Oracle, Software Development Manager (JoinOCI-Platform), 3.8, Seattle - WA
Grid Dynamics, Java Developer, NaN, Kirkland - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Kaiser Permanente, Software Developer (KPWHRI), 4.2, Seattle - WA 98101 (Downtown area)
Beyondsoft Consulting, Full Stack JavaScript Developer, 3.4, Seattle - WA
Lowe's Inc., Sr IT Software Engineer, 3.6, Kirkland - WA
Amazon.com Services - Inc., Software Devlopment Engineer, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Dev Engineer - Amazon Go, 3.6, Seattle - WA
Microsoft, Software Development Lead, 4.2, Redmond - WA
JP Morgan Chase, Software Engineer - DevOps | Cloud, 3.9, Seattle - WA 98101 (Downtown area)
Microsoft, WPI Full-Stack Senior Engineer, 4.2, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Search & Discover..., 3.6, Seattle - WA
Amazon.com Services - Inc., Front End Engineer - AWS App Mesh, 3.6, Seattle - WA
BTI Solutions, Software Engineer 4 (WA), 2.6, Bellevue - WA
Amazon.com Services LLC, Frontend Engineer - Customer Service Applications, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - AWS Lambda, 3.6, Seattle - WA
Amazon.com Services LLC, SDET-Software Development engineer -Test, 3.6, Seattle - WA
Magic Leap - Multiple Locations, Front End Web Engineer, 3.3, Seattle - WA
Zillow Group, Machine Learning Engineer - Computer Vision, 3.8, Seattle - WA 98101
Amazon.com Services LLC, Manager - Software Development, 3.6, Seattle - WA
Starbucks, security engineer - Identity Lifecycle Management - Starbucks..., 4.0, Seattle - WA 98134
Pivotal Commware, Wireless Telecom Embedded Protocols Software Engineer, NaN, Kirkland - WA
Avalara, Software Engineer - Returns (5788), 2.8, Seattle - WA 98104 (Pioneer Square area)
Amazon.com Services - Inc., Software Dev Engineer - Amazon Go, 3.6, Seattle - WA
Outreach, Software Engineer - Data Platform, NaN, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Machine Learning, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Search & Discover..., 3.6, Seattle - WA
Amazon.com Services LLC, Redshift Autonomous Database - Software Engineer, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Dev Engineer - Amazon Assistant, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - CloudFront Client Accelerati..., 3.6, Seattle - WA
Amazon.com Services - Inc., Autonomous Robotics Software Engineer - Amazon Scout Testing..., 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - AWS CloudFormation (Seattle), 3.6, Seattle - WA
Oath Inc, Senior Software Developer, 3.8, Seattle - WA
Starbucks, gateway engineer API - Starbucks Technology - Seattle - WA, 4.0, Seattle - WA
Facebook, Graphics Engineer - Spatial Computing Runtime Team (Oculus), 4.2, Seattle - WA 98101 (Downtown area)
Microsoft, Senior Software Engineer - DevOps, 4.2, Redmond - WA
Premera Blue Cross, Software Development Engineer III, 3.6, Mountlake Terrace - WA 98043
Magic Leap - Multiple Locations, Front End Web Engineer, 3.3, Seattle - WA
Zillow Group, Machine Learning Engineer - Computer Vision, 3.8, Seattle - WA 98101 (Downtown area)
Amazon.com Services LLC, Manager - Software Development, 3.6, Seattle - WA
Starbucks, security engineer - Identity Lifecycle Management - Starbucks..., 4.0, Seattle - WA 98134 (Industrial District area)
Pivotal Commware, Wireless Telecom Embedded Protocols Software Engineer, NaN, Kirkland - WA
Avalara, Software Engineer - Returns (5788), 2.8, Seattle - WA 98104 (Pioneer Square area)
Amazon.com Services - Inc., Software Dev Engineer - Amazon Go, 3.6, Seattle - WA
Outreach, Software Engineer - Data Platform, NaN, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Machine Learning, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Search & Discover..., 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Alexa Connected Devices, 3.6, Seattle - WA
Nintendo of America Inc., Game Designer III (NST), 4.1, Redmond - WA 98052
Amazon.com Services - Inc., Software Development Test Engineer - Amazon Connect, 3.6, Seattle - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Amazon Aurora, 3.6, Seattle - WA
Blue Origin, Software Development Engineer in Test (SDET), 3.3, Kent - WA 98032
Microsoft, Senior Software Engineer - Turn 10 Studios, 4.2, Redmond - WA
PACCAR, EDI Software Developer, 3.6, Renton - WA 98057
DreamBox Learning, Lead Front-End Software Development Engineer, 3.4, Bellevue - WA 98004 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
Amazon.com Services - Inc., Software Development Engineer - Treasure Truck, 3.6, Seattle - WA
KPMG, Associate - AI Engineer, 4.0, Seattle - WA 98101 (Downtown area)
Inabia Solutions and Consulting, Front End Developer, NaN, Redmond - WA 98052
Zulily, Senior Software Engineer- Outbound 1, 3.2, Seattle - WA 98121 (Belltown area)
Starbucks, undergraduate intern - application developer I - Operations C..., 4.0, Seattle - WA
Apple, Sr. Software Engineering Manager - Seattle, 4.2, Seattle - WA
Uber, Security Engineer - Hardening, 3.8, Seattle - WA 98101
Amazon Web Services - Inc., Manager - Software Development, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer – Amazon DynamoDB, 3.6, Seattle - WA
Daimler, Senior Software Engineer, 4.1, Seattle - WA 98101 (Downtown area)
Amazon.com Services - Inc., Software Dev Engineer - Amazon Go, 3.6, Seattle - WA
Microsoft, Software Development Lead, 4.2, Redmond - WA
JP Morgan Chase, Software Engineer - DevOps | Cloud, 3.9, Seattle - WA 98101 (Downtown area)
Microsoft, WPI Full-Stack Senior Engineer, 4.2, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Search & Discover..., 3.6, Seattle - WA
Amazon.com Services - Inc., Front End Engineer - AWS App Mesh, 3.6, Seattle - WA
BTI Solutions, Software Engineer 4 (WA), 2.6, Bellevue - WA
Amazon.com Services LLC, Frontend Engineer - Customer Service Applications, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - AWS Lambda, 3.6, Seattle - WA
Amazon.com Services LLC, SDET-Software Development engineer -Test, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Treasure Truck, 3.6, Seattle - WA
KPMG, Associate - AI Engineer, 4.0, Seattle - WA 98101 (Downtown area)
Inabia Solutions and Consulting, Front End Developer, NaN, Redmond - WA 98052
Zulily, Senior Software Engineer- Outbound 1, 3.2, Seattle - WA 98121 (Belltown area)
Starbucks, undergraduate intern - application developer I - Operations C..., 4.0, Seattle - WA
Apple, Sr. Software Engineering Manager - Seattle, 4.2, Seattle - WA
Uber, Security Engineer - Hardening, 3.8, Seattle - WA 98101 (Downtown area)
Amazon Web Services - Inc., Manager - Software Development, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer – Amazon DynamoDB, 3.6, Seattle - WA
Daimler, Senior Software Engineer, 4.1, Seattle - WA 98101 (Downtown area)
Amazon.com Services - Inc., Software Dev Engineer - Amazon Go, 3.6, Seattle - WA
Microsoft, Software Development Lead, 4.2, Redmond - WA
JP Morgan Chase, Software Engineer - DevOps | Cloud, 3.9, Seattle - WA 98101
Microsoft, WPI Full-Stack Senior Engineer, 4.2, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Prime Video Search & Discover..., 3.6, Seattle - WA
Amazon.com Services - Inc., Front End Engineer - AWS App Mesh, 3.6, Seattle - WA
BTI Solutions, Software Engineer 4 (WA), 2.6, Bellevue - WA
Amazon.com Services LLC, Frontend Engineer - Customer Service Applications, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - AWS Lambda, 3.6, Seattle - WA
Amazon.com Services LLC, SDET-Software Development engineer -Test, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - Decision Simulation, 3.6, Seattle - WA
Uber, Sr Software Engineer - Core Identity, 3.8, Seattle - WA 98101 (Downtown area)
PwC, Fullstack Engineer (PwC Labs), 4.0, Seattle - WA 98101 (Downtown area)
Oracle, Software Development Manager (JoinOCI-Platform), 3.8, Seattle - WA
Grid Dynamics, Java Developer, NaN, Kirkland - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Kaiser Permanente, Software Developer (KPWHRI), 4.2, Seattle - WA 98101 (Downtown area)
Beyondsoft Consulting, Full Stack JavaScript Developer, 3.4, Seattle - WA
Lowe's Inc., Sr IT Software Engineer, 3.6, Kirkland - WA
Amazon.com Services - Inc., Software Devlopment Engineer, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Alexa Connected Devices, 3.6, Seattle - WA
Nintendo of America Inc., Game Designer III (NST), 4.1, Redmond - WA 98052
Amazon.com Services - Inc., Software Development Test Engineer - Amazon Connect, 3.6, Seattle - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Amazon.com Services LLC, Software Development Engineer - Amazon Aurora, 3.6, Seattle - WA
Blue Origin, Software Development Engineer in Test (SDET), 3.3, Kent - WA 98032
Microsoft, Senior Software Engineer - Turn 10 Studios, 4.2, Redmond - WA
PACCAR, EDI Software Developer, 3.6, Renton - WA 98057
DreamBox Learning, Lead Front-End Software Development Engineer, 3.4, Bellevue - WA 98004 (Downtown area)
BOEING, Mid Level Software Engineer, 4.0, Kent - WA 98031
Amazon.com Services LLC, Software Development Engineer - Decision Simulation, 3.6, Seattle - WA
Uber, Sr Software Engineer - Core Identity, 3.8, Seattle - WA 98101
PwC, Fullstack Engineer (PwC Labs), 4.0, Seattle - WA 98101 (Downtown area)
Oracle, Software Development Manager (JoinOCI-Platform), 3.8, Seattle - WA
Grid Dynamics, Java Developer, NaN, Kirkland - WA
Hitachi Consulting Global Corporation, OBIEE Application Developer, 3.7, Redmond - WA
Kaiser Permanente, Software Developer (KPWHRI), 4.2, Seattle - WA 98101 (Denny Triangle area)
Beyondsoft Consulting, Full Stack JavaScript Developer, 3.4, Seattle - WA
Lowe's Inc., Sr IT Software Engineer, 3.6, Kirkland - WA
Amazon.com Services - Inc., Software Devlopment Engineer, 3.6, Seattle - WA
Amazon.com Services LLC, Redshift Autonomous Database - Software Engineer, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Dev Engineer - Amazon Assistant, 3.6, Seattle - WA
Amazon.com Services LLC, Software Development Engineer - CloudFront Client Accelerati..., 3.6, Seattle - WA
Amazon.com Services - Inc., Autonomous Robotics Software Engineer - Amazon Scout Testing..., 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - AWS CloudFormation (Seattle), 3.6, Seattle - WA
Oath Inc, Senior Software Developer, 3.8, Seattle - WA
Starbucks, gateway engineer API - Starbucks Technology - Seattle - WA, 4.0, Seattle - WA
Facebook, Graphics Engineer - Spatial Computing Runtime Team (Oculus), 4.2, Seattle - WA 98101
Microsoft, Senior Software Engineer - DevOps, 4.2, Redmond - WA
Premera Blue Cross, Software Development Engineer III, 3.6, Mountlake Terrace - WA 98043
New Relic, Senior Software Engineer - Java, 3.0, Seattle - WA 98121 (Belltown area)
Amazon.com Services - Inc., Software Development Engineer (SDE II), 3.6, Seattle - WA
Magic Leap - Multiple Locations, Software Engineer - Unreal Engine 4, 3.3, Seattle - WA
GE Digital, Staff Electrical Power Systems Software Engineer, 3.3, Redmond - WA 98052
Amazon.com Services LLC, Software Development Engineer II - Amazon Connect Real-Time..., 3.6, Seattle - WA
DocuSign, Senior Software Engineer – Core Services, 3.7, Seattle - WA 98101 (Downtown area)
Duolingo, Senior Software Engineer - iOS, 5.0, Seattle - WA
Qualtrics, Senior Software Engineer - Engineering Insights, 4.3, Seattle - WA
Amazon Web Services - Inc., Software Development Engineer - AWS Cloudfront, 3.6, Seattle - WA
Amazon.com Services - Inc., Software Development Engineer - Amazon Kinesis Data Streams, 3.6, Seattle - WA
Amazon.com Services LLC, Frontend Engineer, 3.6, Seattle - WA
Hewlett Packard Enterprise, ENGINEER IV-SW, 3.7, Seattle - WA
Qualtrics, Senior Software Engineer - Engineering Insights, 4.3, Seattle - WA
Amazon Corporate LLC, Software Development Engineer - Browse, 3.6, Seattle - WA
Facebook, Software Engineering Manager, 4.2, Redmond - WA
Pivotal Commware, Embedded Systems Hardware Engineer, NaN, Kirkland - WA
Amazon Web Services - Inc., Software Development Engineer - CloudFront, 3.6, Seattle - WA
Amazon Web Services - Inc., Amazon Web Services (DMS) - Software Development Engineer, 3.6, Seattle - WA
HBO Max, Senior Staff Software Engineer - Services Framework, NaN, Seattle - WA
Oracle, Software Developer - Architect, 3.8, Seattle - WA
Amazon.com Services - Inc., Mobile Software Development Engineer-IOS, 3.6, Seattle - WA
Palantir Technologies, DevOps Engineer, 4.2, Seattle - WA
Collage.com, Senior Front-end Software Engineer, 4.5, Seattle - WA
Magic Leap - Multiple Locations, Software Engineer - Unreal Engine 4, 3.3, Seattle - WA
Zulily, Senior Software Engineer – Engagement, 3.2, Seattle - WA 98121 (Belltown area)
KPMG, Associate - AI Engineer, 4.0, Seattle - WA 98101 (Downtown area)
Amazon.com Services LLC, SDE, 3.6, Seattle - WA
DocuSign, Senior Software Engineer – Signing, 3.7, Seattle - WA 98101 (Downtown area)
